image,label_file,class_id,diameter_pixels,real_diameter,unit
流程_36343.jpg,流程_36343.txt,1,50.43,22.92,um
流程_36343.jpg,流程_36343.txt,1,37.06,16.85,um
流程_36343.jpg,流程_36343.txt,1,57.51,26.14,um
流程_36343.jpg,流程_36343.txt,1,36.41,16.55,um
流程_36343.jpg,流程_36343.txt,1,64.79,29.45,um
流程_36343.jpg,流程_36343.txt,1,49.03,22.28,um
流程_36343.jpg,流程_36343.txt,1,62.88,28.58,um
流程_36343.jpg,流程_36343.txt,0,62.21,28.28,um
流程_36343.jpg,流程_36343.txt,1,54.83,24.92,um
流程_36343.jpg,流程_36343.txt,0,60.03,27.29,um
流程_36343.jpg,流程_36343.txt,1,47.51,21.60,um
流程_36343.jpg,流程_36343.txt,1,55.68,25.31,um
流程_36343.jpg,流程_36343.txt,1,30.27,13.76,um
流程_36343.jpg,流程_36343.txt,1,34.81,15.82,um
流程_36343.jpg,流程_36343.txt,1,30.93,14.06,um
流程_36343.jpg,流程_36343.txt,1,56.44,25.65,um
流程_36343.jpg,流程_36343.txt,0,53.58,24.36,um
流程_36343.jpg,流程_36343.txt,1,56.62,25.74,um
流程_36343.jpg,流程_36343.txt,1,41.95,19.07,um
流程_36343.jpg,流程_36343.txt,1,34.46,15.66,um
流程_36343.jpg,流程_36343.txt,1,42.73,19.42,um
流程_36343.jpg,流程_36343.txt,0,55.62,25.28,um
流程_36343.jpg,流程_36343.txt,0,66.05,30.02,um
流程_36343.jpg,流程_36343.txt,1,56.23,25.56,um
流程_36343.jpg,流程_36343.txt,0,59.25,26.93,um
流程_36343.jpg,流程_36343.txt,0,55.46,25.21,um
流程_36343.jpg,流程_36343.txt,1,28.99,13.18,um
流程_36343.jpg,流程_36343.txt,0,54.47,24.76,um
流程_36343.jpg,流程_36343.txt,1,61.58,27.99,um
流程_36343.jpg,流程_36343.txt,0,57.81,26.28,um
流程_36343.jpg,流程_36343.txt,1,37.99,17.27,um
流程_36343.jpg,流程_36343.txt,1,60.26,27.39,um
流程_36344.jpg,流程_36344.txt,0,60.31,27.41,um
